"46270DO002_201617 Land Management and Farming in Australia, 2016�17",,,,,,,
Released at 11:30 am (Canberra time) 26 June 2018,,,,,,,
"Land Management and Farming in Australia, 2016-17 � Australia, States and Territories and NRM regions�2016-17",,,,,,,
,,,,,,,
Region code,Region label,Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors
103,Greater Sydney,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),141,*,45,^
103,Greater Sydney,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),901,*,78,^
103,Greater Sydney,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),524,*,79,^
103,Greater Sydney,AGFERTTYPELTRONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Volume applied (L),np,,np,
103,Greater Sydney,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),670,*,68,^
103,Greater Sydney,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),963,**,66,^
103,Greater Sydney,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),np,,np,
103,Greater Sydney,LMFCROPAHAIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Area fertilised (ha),229,**,17,*
103,Greater Sydney,LMFCROPATOIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Weight applied (t),np,,16,*
103,Greater Sydney,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),821,**,20,*
103,Greater Sydney,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),133,*,18,*
103,Greater Sydney,LMFCROPAHACOT_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Cotton - Area fertilised (ha),np,,np,
103,Greater Sydney,LMFCROPATOCOT_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Cotton - Weight applied (t),np,,np,
103,Greater Sydney,LMFCROPAHARI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Rice - Area fertilised (ha),np,,np,
103,Greater Sydney,LMFCROPATORI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Rice - Weight applied (t),np,,np,
103,Greater Sydney,LMFCROPAHAOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Area fertilised (ha),"1,391",^,142,^
103,Greater Sydney,LMFCROPATOOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Weight applied (t),714,^,106,^
103,Greater Sydney,LMFCROPALTOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Volume applied (L),np,,np,
103,Greater Sydney,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),np,,8,*
103,Greater Sydney,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),np,,8,*
104,Hunter,AGLANDTOTLAHA_F,Area of holding (ha) (a),"1,177,500",^,"1,666",
104,Hunter,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"94,779",*,988,
104,Hunter,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"67,996",**,410,^
104,Hunter,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"26,783",*,861,
104,Hunter,AGPRODAGLAHA_F,Land use - Land mainly used for agricultural production - Total area (ha),"1,066,521",^,"1,582",
104,Hunter,AGPROD_AHACRP_F,Land use - Land mainly used for crops - Area (ha) (d),"35,726",^,476,^
104,Hunter,AGLANDGRAZEHA_F,Land use - Land mainly used for grazing - Total area (ha) (e),"1,024,637",^,"1,460",
104,Hunter,AGPROD_AHAGRI_F,Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha),"304,743",^,"1,045",
104,Hunter,AGPROD_AHAGRO_F,Land use - Land mainly used for grazing - Grazing on other land - Area (ha) (f),"719,894",^,981,
104,Hunter,AGPROD_AHACRGR_D,Land use - Land mainly used for cropping and improved pastures - Total area (ha),"340,469",^,"1,269",
104,Hunter,AGPROD_AHAFOR_F,Land use - Land mainly used for forestry - Total area (ha),"4,228",,106,
104,Hunter,AGPRODFORPLAAHA_F,Land use - Land mainly used for forestry - Plantation forest - Area (ha),569,**,20,**
104,Hunter,AGPRODFORNATAHA_F,Land use - Land mainly used for forestry - Native forest - Area (ha),"3,659",*,94,*
104,Hunter,AGPROD_AHAOTH_F,Land use - Land mainly used for other agricultural purposes - Area (ha) (g),"1,929",*,138,^
104,Hunter,AGLANDLSAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land sold (ha),"6,522",*,17,*
104,Hunter,AGLANDLLVAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land leased out or vacated (ha),"3,889",**,19,**
104,Hunter,AGLANDSOLDHA_F,Agricultural land vacated - Land sold during the reference period - Total area (ha),"6,522",*,17,*
104,Hunter,AGLANDLEAVACHA_F,Agricultural land vacated - Land leased out or vacated during the reference period - Total area (ha),"3,889",**,19,**
104,Hunter,LMPAST100ANPAHA_F,Pasture management - Area 100 percent annual pasture - Area (ha),"29,826",**,158,*
104,Hunter,LMPASTANNPERAHA_F,Pasture management - Area mix of annual and perennial pasture - Area (ha),"42,694",^,336,^
104,Hunter,LMPAST100PERAHA_F,Pasture management - Area 100 percent perennial pasture - Area (ha),"45,538",*,171,*
104,Hunter,LMLANDCRPPAS_F,Crop and pasture management - Pasture and crop land cultivated - Total area cultivated (ha),"51,088",^,537,^
104,Hunter,LMPASTCULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Total area cultivated - Area (ha) (a),"27,102",,408,
104,Hunter,LMPASTNOCULPAAHA_F,Crop and pasture management - Pasture land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"19,045",*,289,^
104,Hunter,LMPAST1CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - One cultivation - Area (ha),"4,788",*,120,*
104,Hunter,LMPAST2CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Two cultivations - Area (ha),"2,100",**,61,*
104,Hunter,LMPAST3CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Three or more cultivations - Area (ha),"1,168",**,33,**
104,Hunter,LMPASTCULTCRAHA_F,Crop and pasture management - Crop land cultivated - Total area cultivated - Area (ha) (a),"23,986",,239,
104,Hunter,LMPASTNOCULCRAHA_F,Crop and pasture management - Crop land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"12,796",*,87,*
104,Hunter,LMPAST1CULCRAHA_F,Crop and pasture management - Crop land cultivated - One cultivation - Area (ha),"7,106",*,61,*
104,Hunter,LMPAST2CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Two cultivations - Area (ha),"2,298",**,42,**
104,Hunter,LMPAST3CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Three or more cultivations - Area (ha),"1,786",*,73,*
104,Hunter,LMCULTNUMAHA0_F,Crop and pasture management - Pasture and crop land cultivated - No cultivation (apart from sowing or planting) - Total area (ha),"31,841",^,330,^
104,Hunter,LMCULTNUMAHA1_F,Crop and pasture management - Pasture and crop land cultivated - One cultivation - Total area (ha),"11,894",*,166,*
104,Hunter,LMCULTNUMAHA2_F,Crop and pasture management - Pasture and crop land cultivated - Two cultivations - Total area (ha),"4,399",*,78,*
104,Hunter,LMCULTNUMAHA3_F,Crop and pasture management - Pasture and crop land cultivated - Three or more cultivations - Total area (ha),"2,954",*,100,*
104,Hunter,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"15,360",*,110,*
104,Hunter,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),"1,297",*,22,*
104,Hunter,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),546,**,2,**
104,Hunter,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),948,**,10,**
104,Hunter,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),"1,848",*,31,**
104,Hunter,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"4,994",*,24,*
104,Hunter,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"1,101",**,10,**
104,Hunter,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"4,627",*,53,*
104,Hunter,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),"4,167",*,97,*
104,Hunter,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"8,254",*,108,*
104,Hunter,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"5,374",*,93,*
104,Hunter,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),218,**,16,*
104,Hunter,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"5,020",*,71,*
104,Hunter,LMINTCROPAHAOT_F,Crop management - Intercropping practices - Other intercropping practices - Area (ha),136,**,7,**
104,Hunter,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),"29,662",*,418,^
104,Hunter,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),"81,522",*,415,^
104,Hunter,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"1,600,380",**,16,*
104,Hunter,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),"1,188",**,51,**
104,Hunter,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),"3,690",**,51,**
104,Hunter,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),np,,21,**
104,Hunter,LMSOILENHAHAMU_F,Soil management - Soil enhancer use - Mulch - Area applied to (ha),655,**,23,*
104,Hunter,LMSOILENHATOMU_F,Soil management - Soil enhancer use - Mulch - Weight applied (t),"6,077",**,23,*
104,Hunter,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"6,726",*,210,^
104,Hunter,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"11,188",*,204,^
104,Hunter,LMSOILENHALTLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Volume applied (L),np,,np,
104,Hunter,LMSOILENHAHADM_F,Soil management - Soil enhancer use - Dolomite - Area applied to (ha),"1,624",**,12,**
104,Hunter,LMSOILENHATODM_F,Soil management - Soil enhancer use - Dolomite - Amount applied (t),"1,536",**,12,**
104,Hunter,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),875,**,81,*
104,Hunter,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),np,,81,*
104,Hunter,LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),np,,np,
104,Hunter,LMSOILENHATOBI_F,Soil management - Soil enhancer use - Biochar - Weight applied (t),np,,np,
104,Hunter,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),"12,025",*,177,*
104,Hunter,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),"47,517",*,173,*
104,Hunter,LMSOILENHALTPM_F,Soil management - Soil enhancer use - Poultry manure - Volume applied (L),np,,np,
104,Hunter,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),"5,769",**,19,**
104,Hunter,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),"10,579",**,18,**
104,Hunter,LMSOILENHALTOT_F,Soil management - Soil enhancer use - Other soil enhancers - Volume applied (L) (h),np,,np,
104,Hunter,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),910,*,68,*
104,Hunter,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),130,**,68,*
104,Hunter,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),"9,358",*,177,^
104,Hunter,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),"2,054",*,177,^
104,Hunter,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),"10,190",**,86,*
104,Hunter,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),"1,105",**,86,*
104,Hunter,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),"31,058",*,238,^
104,Hunter,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),"5,336",*,238,^
104,Hunter,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),np,,46,**
104,Hunter,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),np,,46,**
104,Hunter,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"9,967",**,91,*
104,Hunter,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"1,738",*,91,*
104,Hunter,AGFERTTYPEAHAPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Area applied to (ha),"2,918",**,82,*
104,Hunter,AGFERTTYPEATOPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Weight applied (t),476,**,82,*
104,Hunter,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),"45,889",^,341,^
104,Hunter,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),"6,791",^,341,^
104,Hunter,AGFERTTYPEALOURA_F,Fertiliser - Fertiliser use - Urea - Volume applied (L),np,,np,
104,Hunter,AGFERTTYPEAHAAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Area applied to (ha),"4,054",*,12,**
104,Hunter,AGFERTTYPEATOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Weight applied (t),242,^,12,**
104,Hunter,AGFERTTYPEAHAPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Area applied to (ha),np,,np,
104,Hunter,AGFERTTYPEATOPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Weight applied (t),np,,np,
104,Hunter,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"15,418",*,132,^
104,Hunter,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"1,625",*,132,^
104,Hunter,AGFERTTYPEALOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Volume applied (L),np,,np,
104,Hunter,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),"8,184",*,85,*
104,Hunter,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),"2,033",*,85,*
104,Hunter,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),"1,510",**,51,*
104,Hunter,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),"1,202",**,51,*
104,Hunter,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),np,,np,
104,Hunter,LMFCROPAHAIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Area fertilised (ha),"9,092",*,109,^
104,Hunter,LMFCROPATOIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Weight applied (t),"3,015",*,94,*
104,Hunter,LMFCROPALTIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Volume applied (L),np,,np,
104,Hunter,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),"29,298",*,174,^
104,Hunter,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),"3,439",*,136,*
104,Hunter,LMFCROPALTNIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Volume applied (L),"2,122",**,17,**
104,Hunter,LMFCROPAHAOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Area fertilised (ha),999,**,21,*
104,Hunter,LMFCROPATOOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Weight applied (t),54,**,16,**
104,Hunter,LMFCROPALTOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Volume applied (L),np,,np,
104,Hunter,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),"10,112",*,52,*
104,Hunter,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),np,,47,**
104,Hunter,LMFCROPALTOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Volume applied (L),np,,np,
105,Murray,AGLANDTOTLAHA_F,Area of holding (ha) (a),"3,248,241",,"2,241",
105,Murray,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"128,192",,"1,699",
105,Murray,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"74,547",^,923,
105,Murray,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"53,645",^,"1,614",
